"COUNTRY","Country","INDICATOR","Indicator","YEAR","Year","Value","Flag Codes","Flags"
"JPN","Japan","IND-INFR-ROAD-DENS","Density of road (km per one hundred sq. km)","2010","2010",332,,
"JPN","Japan","IND-INFR-ROAD-DENS","Density of road (km per one hundred sq. km)","2011","2011",333,,
"JPN","Japan","IND-INFR-ROAD-DENS","Density of road (km per one hundred sq. km)","2012","2012",333,,
"JPN","Japan","IND-INFR-ROAD-DENS","Density of road (km per one hundred sq. km)","2013","2013",334,,
"JPN","Japan","IND-INFR-ROAD-DENS","Density of road (km per one hundred sq. km)","2014","2014",334,,
"JPN","Japan","IND-INFR-MOTWAYS-SHARE","Share of motorways in total road network","2000","2000",0.6,,
"JPN","Japan","IND-INFR-MOTWAYS-SHARE","Share of motorways in total road network","2001","2001",0.6,,
"JPN","Japan","IND-INFR-MOTWAYS-SHARE","Share of motorways in total road network","2002","2002",0.6,,
"JPN","Japan","IND-INFR-MOTWAYS-SHARE","Share of motorways in total road network","2003","2003",0.6,,
"JPN","Japan","IND-INFR-MOTWAYS-SHARE","Share of motorways in total road network","2004","2004",0.6,,
"JPN","Japan","IND-INFR-MOTWAYS-SHARE","Share of motorways in total road network","2005","2005",0.6,,
"JPN","Japan","IND-INFR-MOTWAYS-SHARE","Share of motorways in total road network","2006","2006",0.6,,
"JPN","Japan","IND-INFR-MOTWAYS-SHARE","Share of motorways in total road network","2007","2007",0.6,,
"JPN","Japan","IND-INFR-MOTWAYS-SHARE","Share of motorways in total road network","2008","2008",0.6,,
"JPN","Japan","IND-INFR-MOTWAYS-SHARE","Share of motorways in total road network","2009","2009",0.6,,
"JPN","Japan","IND-INFR-RAIL-DENS","Density of rail lines (km per one hundred sq. km)","2000","2000",5.53,,
"JPN","Japan","IND-INFR-RAIL-DENS","Density of rail lines (km per one hundred sq. km)","2001","2001",5.53,,
"JPN","Japan","IND-INFR-RAIL-DENS","Density of rail lines (km per one hundred sq. km)","2002","2002",5.51,,
"JPN","Japan","IND-INFR-RAIL-DENS","Density of rail lines (km per one hundred sq. km)","2003","2003",5.51,,
"JPN","Japan","IND-INFR-RAIL-DENS","Density of rail lines (km per one hundred sq. km)","2004","2004",5.5,,
"JPN","Japan","IND-INFR-RAIL-DENS","Density of rail lines (km per one hundred sq. km)","2005","2005",5.51,,
"JPN","Japan","IND-INFR-RAIL-DENS","Density of rail lines (km per one hundred sq. km)","2006","2006",5.5,,
"JPN","Japan","IND-INFR-RAIL-DENS","Density of rail lines (km per one hundred sq. km)","2007","2007",5.5,,
"JPN","Japan","IND-INFR-RAIL-DENS","Density of rail lines (km per one hundred sq. km)","2008","2008",5.5,,
"JPN","Japan","IND-INFR-RAIL-DENS","Density of rail lines (km per one hundred sq. km)","2009","2009",5.5,,
"JPN","Japan","IND-INFR-RAIL-DENS","Density of rail lines (km per one hundred sq. km)","2010","2010",5.5,,
"JPN","Japan","IND-INFR-RAIL-DENS","Density of rail lines (km per one hundred sq. km)","2011","2011",5.52,,
"JPN","Japan","IND-INFR-RAIL-DENS","Density of rail lines (km per one hundred sq. km)","2012","2012",5.52,,
"JPN","Japan","IND-INFR-RAIL-DENS","Density of rail lines (km per one hundred sq. km)","2013","2013",5.52,,
"JPN","Japan","IND-INFR-RAIL-DENS","Density of rail lines (km per one hundred sq. km)","2014","2014",5.34,,
"JPN","Japan","IND-INFR-ERAIL-SHARE","Share of electrified rail lines in total rail network","2000","2000",60.2,,
"JPN","Japan","IND-INFR-ERAIL-SHARE","Share of electrified rail lines in total rail network","2001","2001",60.2,,
"JPN","Japan","IND-INFR-ERAIL-SHARE","Share of electrified rail lines in total rail network","2002","2002",61.1,,
"JPN","Japan","IND-INFR-ERAIL-SHARE","Share of electrified rail lines in total rail network","2003","2003",60.9,,
"JPN","Japan","IND-INFR-ERAIL-SHARE","Share of electrified rail lines in total rail network","2004","2004",60.9,,
"JPN","Japan","IND-INFR-ERAIL-SHARE","Share of electrified rail lines in total rail network","2005","2005",60.8,,
"JPN","Japan","IND-INFR-ERAIL-SHARE","Share of electrified rail lines in total rail network","2006","2006",60.9,,
"JPN","Japan","IND-INFR-ERAIL-SHARE","Share of electrified rail lines in total rail network","2007","2007",61,,
"JPN","Japan","IND-INFR-ERAIL-SHARE","Share of electrified rail lines in total rail network","2008","2008",61,,
"JPN","Japan","IND-INFR-ERAIL-SHARE","Share of electrified rail lines in total rail network","2009","2009",61,,
"JPN","Japan","IND-INFR-ERAIL-SHARE","Share of electrified rail lines in total rail network","2010","2010",61.8,,
"JPN","Japan","IND-INFR-ERAIL-SHARE","Share of electrified rail lines in total rail network","2011","2011",47.3,,
"JPN","Japan","IND-INFR-ERAIL-SHARE","Share of electrified rail lines in total rail network","2012","2012",58.2,,
"JPN","Japan","IND-INFR-ERAIL-SHARE","Share of electrified rail lines in total rail network","2013","2013",58.2,,
"JPN","Japan","IND-INFR-HRAIL-SHARE","Share of high-speed rail lines in total rail network","2002","2002",11.2,,
"JPN","Japan","IND-INFR-HRAIL-SHARE","Share of high-speed rail lines in total rail network","2003","2003",4.9,,
"JPN","Japan","IND-INFR-HRAIL-SHARE","Share of high-speed rail lines in total rail network","2004","2004",7,,
"JPN","Japan","IND-INFR-HRAIL-SHARE","Share of high-speed rail lines in total rail network","2005","2005",7,,
"JPN","Japan","IND-INFR-HRAIL-SHARE","Share of high-speed rail lines in total rail network","2006","2006",11.9,,
"JPN","Japan","IND-INFR-HRAIL-SHARE","Share of high-speed rail lines in total rail network","2007","2007",11.9,,
"JPN","Japan","IND-INFR-HRAIL-SHARE","Share of high-speed rail lines in total rail network","2008","2008",7,,
"JPN","Japan","IND-INFR-HRAIL-SHARE","Share of high-speed rail lines in total rail network","2009","2009",11.9,,
"JPN","Japan","IND-INFR-HRAIL-SHARE","Share of high-speed rail lines in total rail network","2012","2012",13,,
"JPN","Japan","IND-INFR-HRAIL-SHARE","Share of high-speed rail lines in total rail network","2013","2013",13,,
"JPN","Japan","IND-INFR-AIR-DENS","Airports per one hundred thousand sq. km","2004","2004",8,,
"JPN","Japan","IND-INFR-AIR-DENS","Airports per one hundred thousand sq. km","2008","2008",8,,
"JPN","Japan","IND-INFR-AIR-DENS","Airports per one hundred thousand sq. km","2010","2010",8,,
"JPN","Japan","IND-INFR-AIR-DENS","Airports per one hundred thousand sq. km","2013","2013",8.8,,
"JPN","Japan","IND-INFR-AIR-PC","Airports per one million inhabitants","2004","2004",0.2,,
"JPN","Japan","IND-INFR-AIR-PC","Airports per one million inhabitants","2008","2008",0.2,,
"JPN","Japan","IND-INFR-AIR-PC","Airports per one million inhabitants","2010","2010",0.2,,
"JPN","Japan","IND-INFR-AIR-PC","Airports per one million inhabitants","2013","2013",0.3,,
"JPN","Japan","IND-INFR-INV-GDP","Total inland transport infrastructure investment per GDP","2000","2000",1.687,,
"JPN","Japan","IND-INFR-INV-GDP","Total inland transport infrastructure investment per GDP","2001","2001",1.606,,
"JPN","Japan","IND-INFR-INV-GDP","Total inland transport infrastructure investment per GDP","2002","2002",1.58,,
"JPN","Japan","IND-INFR-INV-GDP","Total inland transport infrastructure investment per GDP","2003","2003",1.458,,
"JPN","Japan","IND-INFR-INV-GDP","Total inland transport infrastructure investment per GDP","2004","2004",1.277,,
"JPN","Japan","IND-INFR-INV-GDP","Total inland transport infrastructure investment per GDP","2005","2005",1.205,,
"JPN","Japan","IND-INFR-INV-GDP","Total inland transport infrastructure investment per GDP","2006","2006",1.201,,
"JPN","Japan","IND-INFR-INV-GDP","Total inland transport infrastructure investment per GDP","2007","2007",1.166,,
"JPN","Japan","IND-INFR-INV-GDP","Total inland transport infrastructure investment per GDP","2008","2008",1.139,,
"JPN","Japan","IND-INFR-INV-GDP","Total inland transport infrastructure investment per GDP","2009","2009",1.243,,
"JPN","Japan","IND-INFR-INV-GDP","Total inland transport infrastructure investment per GDP","2010","2010",1.094,,
"JPN","Japan","IND-INFR-INV-GDP","Total inland transport infrastructure investment per GDP","2011","2011",1.039,,
"JPN","Japan","IND-INFR-INV-GDP","Total inland transport infrastructure investment per GDP","2012","2012",1.017,,
"JPN","Japan","IND-INFR-INV-GDP","Total inland transport infrastructure investment per GDP","2013","2013",1.09,,
"JPN","Japan","IND-INFR-INV-GDP","Total inland transport infrastructure investment per GDP","2014","2014",1.052,,
"JPN","Japan","IND-INFR-INV-GDP","Total inland transport infrastructure investment per GDP","2015","2015",0.935,,
"JPN","Japan","IND-INFR-RLINV-GDP","Rail infrastructure investment per GDP","2000","2000",0.191,,
"JPN","Japan","IND-INFR-RLINV-GDP","Rail infrastructure investment per GDP","2001","2001",0.2,,
"JPN","Japan","IND-INFR-RLINV-GDP","Rail infrastructure investment per GDP","2002","2002",0.208,,
"JPN","Japan","IND-INFR-RLINV-GDP","Rail infrastructure investment per GDP","2003","2003",0.191,,
"JPN","Japan","IND-INFR-RLINV-GDP","Rail infrastructure investment per GDP","2004","2004",0.16,,
"JPN","Japan","IND-INFR-RLINV-GDP","Rail infrastructure investment per GDP","2005","2005",0.158,,
"JPN","Japan","IND-INFR-RLINV-GDP","Rail infrastructure investment per GDP","2006","2006",0.187,,
"JPN","Japan","IND-INFR-RLINV-GDP","Rail infrastructure investment per GDP","2007","2007",0.209,,
"JPN","Japan","IND-INFR-RLINV-GDP","Rail infrastructure investment per GDP","2008","2008",0.214,,
"JPN","Japan","IND-INFR-RLINV-GDP","Rail infrastructure investment per GDP","2009","2009",0.255,,
"JPN","Japan","IND-INFR-RLINV-GDP","Rail infrastructure investment per GDP","2010","2010",0.263,,
"JPN","Japan","IND-INFR-RLINV-GDP","Rail infrastructure investment per GDP","2011","2011",0.231,,
"JPN","Japan","IND-INFR-RLINV-GDP","Rail infrastructure investment per GDP","2012","2012",0.245,,
"JPN","Japan","IND-INFR-RLINV-GDP","Rail infrastructure investment per GDP","2013","2013",0.237,,
"JPN","Japan","IND-INFR-RLINV-GDP","Rail infrastructure investment per GDP","2014","2014",0.236,,
"JPN","Japan","IND-INFR-RLINV-GDP","Rail infrastructure investment per GDP","2015","2015",0.224,,
"JPN","Japan","IND-INFR-RLINV-GDP","Rail infrastructure investment per GDP","2016","2016",0.205,,
"JPN","Japan","IND-INFR-RDINV-GDP","Road infrastructure investment per GDP","2000","2000",1.495,,
"JPN","Japan","IND-INFR-RDINV-GDP","Road infrastructure investment per GDP","2001","2001",1.406,,
"JPN","Japan","IND-INFR-RDINV-GDP","Road infrastructure investment per GDP","2002","2002",1.372,,
"JPN","Japan","IND-INFR-RDINV-GDP","Road infrastructure investment per GDP","2003","2003",1.267,,
"JPN","Japan","IND-INFR-RDINV-GDP","Road infrastructure investment per GDP","2004","2004",1.117,,
"JPN","Japan","IND-INFR-RDINV-GDP","Road infrastructure investment per GDP","2005","2005",1.047,,
"JPN","Japan","IND-INFR-RDINV-GDP","Road infrastructure investment per GDP","2006","2006",1.014,,
"JPN","Japan","IND-INFR-RDINV-GDP","Road infrastructure investment per GDP","2007","2007",0.957,,
"JPN","Japan","IND-INFR-RDINV-GDP","Road infrastructure investment per GDP","2008","2008",0.925,,
"JPN","Japan","IND-INFR-RDINV-GDP","Road infrastructure investment per GDP","2009","2009",0.988,,
"JPN","Japan","IND-INFR-RDINV-GDP","Road infrastructure investment per GDP","2010","2010",0.831,,
"JPN","Japan","IND-INFR-RDINV-GDP","Road infrastructure investment per GDP","2011","2011",0.809,,
"JPN","Japan","IND-INFR-RDINV-GDP","Road infrastructure investment per GDP","2012","2012",0.773,,
"JPN","Japan","IND-INFR-RDINV-GDP","Road infrastructure investment per GDP","2013","2013",0.853,,
"JPN","Japan","IND-INFR-RDINV-GDP","Road infrastructure investment per GDP","2014","2014",0.816,,
"JPN","Japan","IND-INFR-RDINV-GDP","Road infrastructure investment per GDP","2015","2015",0.71,,
"JPN","Japan","IND-INFR-IWINV-GDP","Inland waterways infrastructure investment per GDP","2000","2000",,"M","Missing value; data cannot exist"
"JPN","Japan","IND-INFR-IWINV-GDP","Inland waterways infrastructure investment per GDP","2001","2001",,"M","Missing value; data cannot exist"
"JPN","Japan","IND-INFR-IWINV-GDP","Inland waterways infrastructure investment per GDP","2002","2002",,"M","Missing value; data cannot exist"
"JPN","Japan","IND-INFR-IWINV-GDP","Inland waterways infrastructure investment per GDP","2003","2003",,"M","Missing value; data cannot exist"
"JPN","Japan","IND-INFR-IWINV-GDP","Inland waterways infrastructure investment per GDP","2004","2004",,"M","Missing value; data cannot exist"
"JPN","Japan","IND-INFR-IWINV-GDP","Inland waterways infrastructure investment per GDP","2005","2005",,"M","Missing value; data cannot exist"
"JPN","Japan","IND-INFR-IWINV-GDP","Inland waterways infrastructure investment per GDP","2006","2006",,"M","Missing value; data cannot exist"
"JPN","Japan","IND-INFR-IWINV-GDP","Inland waterways infrastructure investment per GDP","2007","2007",,"M","Missing value; data cannot exist"
"JPN","Japan","IND-INFR-IWINV-GDP","Inland waterways infrastructure investment per GDP","2008","2008",,"M","Missing value; data cannot exist"
"JPN","Japan","IND-INFR-IWINV-GDP","Inland waterways infrastructure investment per GDP","2009","2009",,"M","Missing value; data cannot exist"
"JPN","Japan","IND-INFR-IWINV-GDP","Inland waterways infrastructure investment per GDP","2010","2010",,"M","Missing value; data cannot exist"
"JPN","Japan","IND-INFR-IWINV-GDP","Inland waterways infrastructure investment per GDP","2011","2011",,"M","Missing value; data cannot exist"
"JPN","Japan","IND-INFR-IWINV-GDP","Inland waterways infrastructure investment per GDP","2012","2012",,"M","Missing value; data cannot exist"
"JPN","Japan","IND-INFR-IWINV-GDP","Inland waterways infrastructure investment per GDP","2013","2013",,"M","Missing value; data cannot exist"
"JPN","Japan","IND-INFR-IWINV-GDP","Inland waterways infrastructure investment per GDP","2014","2014",,"M","Missing value; data cannot exist"
"JPN","Japan","IND-INFR-IWINV-GDP","Inland waterways infrastructure investment per GDP","2015","2015",,"M","Missing value; data cannot exist"
"JPN","Japan","IND-INFR-IWINV-GDP","Inland waterways infrastructure investment per GDP","2016","2016",,"M","Missing value; data cannot exist"
"JPN","Japan","IND-INFR-INV-PC","Total inland transport infrastructure investment in current USD per inhabitant","2000","2000",650,,
"JPN","Japan","IND-INFR-INV-PC","Total inland transport infrastructure investment in current USD per inhabitant","2001","2001",543,,
"JPN","Japan","IND-INFR-INV-PC","Total inland transport infrastructure investment in current USD per inhabitant","2002","2002",510,,
"JPN","Japan","IND-INFR-INV-PC","Total inland transport infrastructure investment in current USD per inhabitant","2003","2003",508,,
"JPN","Japan","IND-INFR-INV-PC","Total inland transport infrastructure investment in current USD per inhabitant","2004","2004",481,,
